mean,1.0969100130080565,"8,22"
5-7,1.0969100130080565,"19,20"
5-6,1.3979400086720377,19
puram,1.3979400086720377,5
9.74,1.3979400086720377,18
ivi,1.3979400086720377,23
standing/ground,1.3979400086720377,23
5.0,.7958800173440752,"7,12,18,23"
analyst,1.3979400086720377,6
"6,60,000/-",1.3979400086720377,13
srt-1,1.3979400086720377,18
9.81,1.3979400086720377,18
9.83,1.3979400086720377,18
n.k.lenka,1.3979400086720377,7
9.82,1.3979400086720377,18
untreat,1.0969100130080565,"2,9"
5.3,.9208187539523752,"7,19,23"
5.2,.9208187539523752,"7,18,23"
5.5,.9208187539523752,"18,19,23"
5.7,1.3979400086720377,7
30.85,1.3979400086720377,7
9.85,1.3979400086720377,18
5.6,.9208187539523752,"7,14,19"
sown,.9208187539523752,"9,18,19"
5.9,1.0969100130080565,"7,19"
5.8,.7958800173440752,"7,18,19,21"
analysi,.16749108729376372,"4,5,6,7,8,11,12,13,14,15,16,17,18,19,20,21,23"
30.86,1.3979400086720377,18
golden,1.3979400086720377,6
dark,1.0969100130080565,"18,20"
bhrungraj,1.3979400086720377,7
viral,1.3979400086720377,20
benefici,.9208187539523752,"5,6,20"
-243,1.3979400086720377,18
–1.99,1.3979400086720377,20
exampl,1.0969100130080565,"4,6"
saikia,1.3979400086720377,18
"5,400",1.3979400086720377,17
30.79,1.3979400086720377,18
debilit,1.3979400086720377,9
clinic,1.3979400086720377,6
9.54,1.3979400086720377,18
porou,1.3979400086720377,7
9.52,1.3979400086720377,18
watersheds”,1.3979400086720377,7
paper,.28399665636520083,"4,5,6,7,13,14,15,16,17,18,20,22,23"
30.72,1.3979400086720377,18
9.56,1.3979400086720377,18
2926,1.3979400086720377,20
9.55,1.0969100130080565,"7,18"
indian,.35654732351381263,"4,5,6,8,17,18,20,21,22,23,25"
slabs/cuddapah,1.3979400086720377,3
pinen,1.3979400086720377,18
igfarj,1.3979400086720377,13
shelter,1.3979400086720377,23
department/divis,1.3979400086720377,17
metamorphosi,1.3979400086720377,18
0.4880,1.3979400086720377,18
basal,1.3979400086720377,18
290c,1.3979400086720377,19
"30,123",1.3979400086720377,14
neighbor-join,1.3979400086720377,20
convey,1.3979400086720377,15
verticillium,1.3979400086720377,20
stephen,1.3979400086720377,18
30.67,1.3979400086720377,18
target,.44369749923271273,"7,9,13,14,15,20,21,22,23"
30.68,1.3979400086720377,18
9.63,1.3979400086720377,18
9.65,1.3979400086720377,18
9.64,1.3979400086720377,18
9.67,1.3979400086720377,18
nicotin,1.3979400086720377,18
9.69,1.3979400086720377,18
dass,1.3979400086720377,7
hard-wood,1.3979400086720377,8
mg/lit,1.3979400086720377,23
hanumantahraya,1.3979400086720377,18
check,.6989700043360189,"7,8,13,19,21"
data,.11918640771920867,"3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,20,21,22,23"
project:studi,1.3979400086720377,23
liparidi,1.3979400086720377,24
date,.2218487496163564,"4,5,6,7,13,14,15,16,17,18,19,20,21,22,23"
provinc,1.3979400086720377,8
17.35,1.3979400086720377,18
born,1.3979400086720377,9
14.80,1.3979400086720377,18
14.85,1.3979400086720377,3
popular,.3979400086720376,"4,7,11,13,14,15,16,20,22,23"
4.120,1.3979400086720377,18
14.88,1.3979400086720377,7
14.86,1.3979400086720377,18
bore,1.3979400086720377,9
declar,.5528419686577808,"7,13,14,15,21,22,23"
steadi,1.3979400086720377,8
meet,.5528419686577808,"4,5,6,7,15,19,21"
preval,1.3979400086720377,7
17.33,1.3979400086720377,7
30.59,1.3979400086720377,18
appear,.9208187539523752,"18,19,24"
colony-form,1.3979400086720377,9
17.46,1.0969100130080565,"7,18"
sort,1.3979400086720377,18
14.93,1.3979400086720377,18
14.96,1.3979400086720377,18
sampl,.494850021680094,"5,9,13,14,17,18,20,23"
2.3medicin,1.3979400086720377,7
astronom,1.3979400086720377,19
17.40,1.3979400086720377,18
0,.6989700043360189,"6,7,18,19,23"
/,.28399665636520083,"1,3,6,7,8,12,14,16,17,18,21,22,23"
full-grown,1.3979400086720377,18
eucalyptu,1.0969100130080565,"7,23"
-,.16749108729376372,"1,4,5,6,7,8,12,13,14,15,16,17,18,19,20,21,22"
17.14,1.3979400086720377,7
0.148**,1.3979400086720377,18
17.17,1.3979400086720377,18
+,.494850021680094,"3,5,6,7,14,17,18,19"
17.16,1.3979400086720377,18
*,.619788758288394,"5,6,12,18,20,21"
badamiloc,1.3979400086720377,18
14.63,1.3979400086720377,7
8,.35654732351381263,"3,4,5,6,7,12,16,17,18,19,20"
7,.3979400086720376,"5,6,7,12,16,17,18,19,20,23"
origin,.619788758288394,"7,13,15,16,20,23"
6,.2518119729937996,"4,5,6,7,8,12,13,14,16,17,18,19,20,22"
14.61,1.3979400086720377,18
5,.14266750356873154,"4,5,6,7,8,12,13,14,15,16,17,18,19,20,21,22,23,24"
14.60,1.3979400086720377,18
4,.14266750356873154,"4,5,6,7,8,10,12,14,15,16,17,18,19,20,21,22,23,25"
3,.14266750356873154,"4,5,6,7,10,12,13,14,15,16,17,18,19,20,21,22,23,24"
2,.11918640771920867,"3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,20,21,22,23"
1,.14266750356873154,"4,5,6,7,8,9,12,13,14,15,16,17,18,19,20,21,22,23"
kattabettu,1.3979400086720377,23
chlorogien,1.3979400086720377,18
weh=whit,1.3979400086720377,18
14.66,1.3979400086720377,7
14.67,1.3979400086720377,7
un-identifi,1.3979400086720377,20
croton,1.3979400086720377,18
14.64,1.3979400086720377,18
14.65,1.3979400086720377,18
30.37,1.3979400086720377,18
%,.31875876262441283,"3,7,8,9,13,16,18,19,20,21,23,24"
event,1.0969100130080565,"12,14"
&,.2518119729937996,"7,8,9,13,14,15,16,17,18,19,20,21,22,23"
replenish,1.3979400086720377,13
conidia,1.0969100130080565,"9,20"
modif,1.0969100130080565,"12,21"
#,1.3979400086720377,18
cello-tap,1.3979400086720377,18
17.26,1.3979400086720377,18
book,.44369749923271273,"7,8,13,14,15,16,20,22,23"
input,.6989700043360189,"10,19,20,21,23"
17.28,1.3979400086720377,18
14.71,1.3979400086720377,18
literaci,1.3979400086720377,5
drgp,1.3979400086720377,18
"1,50,000",1.0969100130080565,"5,21"
14.7-,1.3979400086720377,19
14.70,1.3979400086720377,18
spectrophotometricali,1.3979400086720377,20
=,.7958800173440752,"3,18,19,20"
>,.7958800173440752,"7,8,18,20"
:01&02,1.3979400086720377,20
december-februari,1.3979400086720377,20
@,.7958800173440752,"7,14,18,20"
14.75,1.3979400086720377,7
9,.2218487496163564,"2,3,6,7,8,12,13,15,16,17,18,19,20,23,24"
14.77,1.3979400086720377,18
14.78,1.3979400086720377,18
dextros,1.3979400086720377,20
lucknow-226,1.3979400086720377,5
30.28,1.3979400086720377,18
"9,14,130",1.3979400086720377,17
30.25,1.3979400086720377,7
s,.2518119729937996,"1,4,6,7,12,13,14,15,16,18,19,20,21,24"
0.07,.9208187539523752,"15,18,19"
t,.7958800173440752,"7,14,18,20"
0.08,1.0969100130080565,"18,19"
q,1.3979400086720377,3
0.09,1.0969100130080565,"18,19"
r,.5528419686577808,"4,7,8,16,18,20,23"
w,.9208187539523752,"16,18,20"
0.03,.9208187539523752,"18,19,23"
indiscretu,1.3979400086720377,24
x,.619788758288394,"7,9,15,18,19,20"
0.04,1.0969100130080565,"7,19"
14.41,1.3979400086720377,18
u,.9208187539523752,"7,18,20"
examin,.6989700043360189,"18,19,20,21,25"
0.05,1.0969100130080565,"18,19"
v,.494850021680094,"4,6,7,12,18,20,21,23"
0.06,.9208187539523752,"15,18,19"
sites/,1.3979400086720377,23
k,.5528419686577808,"7,8,13,14,18,20,23"
0.00,.9208187539523752,"15,18,19"
l,.9208187539523752,"18,20,24"
i,.19382002601611284,"4,5,6,7,8,12,13,14,15,16,17,18,20,21,22,23"
0.01,1.0969100130080565,"18,19"
0.53549,1.3979400086720377,20
j,.9208187539523752,"8,17,20"
0.02,1.0969100130080565,"18,19"
5%=,1.3979400086720377,18
o,1.3979400086720377,18
p,.619788758288394,"7,8,18,20,23,24"
m,.35654732351381263,"2,3,7,8,13,14,15,18,20,21,23"
nymph,1.0969100130080565,"18,20"
n,.5528419686577808,"4,7,8,14,18,22,23"
d,1.0969100130080565,"8,18"
revers,.9208187539523752,"7,10,20"
plantat,.619788758288394,"7,8,18,21,23,24"
13-18,1.3979400086720377,19
c,.44369749923271273,"5,7,8,9,13,14,18,19,20"
17.74,1.3979400086720377,18
b,.2518119729937996,"2,3,5,7,8,12,13,14,16,18,19,20,21,24"
amelior,1.3979400086720377,13
a,1.3979400086720377,7
migrat,1.0969100130080565,"10,23"
17.76,1.3979400086720377,18
17.71,1.3979400086720377,18
h,.9208187539523752,"18,20,24"
g,.5528419686577808,"7,8,17,18,20,22,24"
48.49,1.3979400086720377,18
amblica,1.3979400086720377,3
f,.9208187539523752,"17,18,23"
e,.9208187539523752,"3,18,24"
14.44,1.3979400086720377,18
“social,1.3979400086720377,22
14.42,1.3979400086720377,18
14.49,1.3979400086720377,18
thicken,1.3979400086720377,20
_,1.3979400086720377,18
13-15,1.0969100130080565,"19,20"
14.47,1.3979400086720377,18
-0.463,1.3979400086720377,18
thumb,1.3979400086720377,19
matrix,1.3979400086720377,4
jan,.9208187539523752,"16,18,22"
17.9%,1.3979400086720377,7
budget,.6989700043360189,"12,15,17,21,22"
14.52,1.3979400086720377,18
204.9,1.3979400086720377,7
t/year,1.3979400086720377,2
48.57,1.3979400086720377,18
30.02,1.3979400086720377,18
chellagurki,1.3979400086720377,13
17.86,1.3979400086720377,18
17.85,1.3979400086720377,18
30.00,1.3979400086720377,18
89.7,1.3979400086720377,18
89.9,1.3979400086720377,19
17.82,1.3979400086720377,18
z,1.3979400086720377,25
inferen,1.3979400086720377,20
14.54,1.3979400086720377,18
y,1.0969100130080565,"19,20"
14.55,1.0969100130080565,"3,18"
9.00,1.3979400086720377,18
},1.3979400086720377,15
anti,1.3979400086720377,8
chitinolyt,1.3979400086720377,20
14.59,1.3979400086720377,18
0.25,.9208187539523752,"15,18,19"
0.26,1.0969100130080565,"18,19"
model,.6989700043360189,"1,5,6,7,19"
0.27,1.0969100130080565,"18,19"
0.28,1.0969100130080565,"18,19"
moder,.7958800173440752,"7,13,17,19"
0.29,1.0969100130080565,"18,19"
±,1.3979400086720377,18
17.56,1.3979400086720377,18
°,1.3979400086720377,18
termin,.619788758288394,"4,5,6,16,17,18"
0.20,.9208187539523752,"15,18,19"
pcsh,1.3979400086720377,18
basit,1.3979400086720377,18
0.21,1.0969100130080565,"18,19"
basin,1.0969100130080565,"7,10"
0.22,1.0969100130080565,"18,19"
0.23,1.0969100130080565,"18,19"
0.24,.9208187539523752,"18,19,24"
length,.7958800173440752,"3,9,18,19"
co-ordin,.619788758288394,"4,6,16,17,21,24"
17.50,1.0969100130080565,"18,20"
5/8/99,1.3979400086720377,18
17.55,1.3979400086720377,18
bubesh,1.3979400086720377,23
suspens,1.3979400086720377,20
parpasilla,1.3979400086720377,20
 ,1.3979400086720377,7
jar,1.3979400086720377,18
any-,1.3979400086720377,7
14.25,1.3979400086720377,18
unopen,1.3979400086720377,18
14.21,1.3979400086720377,18
14.20,1.3979400086720377,18
0.16,.9208187539523752,"3,18,19"
age-old,1.3979400086720377,5
0.17,1.0969100130080565,"18,19"
0.14,1.0969100130080565,"18,19"
0.15,.9208187539523752,"7,18,19"
14.30,1.3979400086720377,18
535.4,1.3979400086720377,7
0.18,1.0969100130080565,"18,19"
sq.m,1.3979400086720377,18
0.19,1.0969100130080565,"18,19"
191.3,1.3979400086720377,7
191.4,1.3979400086720377,7
0.12,1.0969100130080565,"18,19"
0.13,.9208187539523752,"18,19,23"
solv,1.0969100130080565,"22,23"
0.10,1.3979400086720377,19
udhagamandalam,1.3979400086720377,23
thottapp,1.3979400086720377,18
0.11,1.0969100130080565,"18,19"
capabl,.619788758288394,"5,8,9,16,20,21"
",terpinen",1.3979400086720377,18
0.2%,1.3979400086720377,18
17.66,1.3979400086720377,18
17.63,1.3979400086720377,7
½,1.0969100130080565,"7,17"
18.4,1.0969100130080565,"7,18"
basic,.3979400086720376,"5,7,9,13,14,18,19,20,21,22"
18.2,1.3979400086720377,18
chemic,.44369749923271273,"7,9,13,14,15,18,20,22,23"
18.0,1.3979400086720377,18
14.33,1.3979400086720377,18
18.1,1.3979400086720377,18
call,1.0969100130080565,"6,9"
79.78,1.3979400086720377,18
0.2g,1.3979400086720377,18
lilacinu,1.3979400086720377,20
valu,.44369749923271273,"4,5,6,8,14,18,19,20,23"
0.31,.9208187539523752,"7,18,19"
9-6-1999,1.3979400086720377,18
0.30,1.0969100130080565,"18,19"
prune,1.3979400086720377,13
0.33,1.0969100130080565,"18,19"
0.32,.9208187539523752,"3,18,19"
0.35,1.0969100130080565,"18,19"
sealer,1.3979400086720377,18
0.34,.9208187539523752,"7,18,19"
mg/g,1.3979400086720377,18
0.37,1.0969100130080565,"18,19"
70.15,1.3979400086720377,18
0.36,1.0969100130080565,"18,19"
18.95%,1.3979400086720377,18
0.39,1.0969100130080565,"18,19"
70.17,1.3979400086720377,18
0.38,.6989700043360189,"7,17,18,19,20"
kashmirensi,1.3979400086720377,24
western,.7958800173440752,"8,11,12,23"
70.34,1.3979400086720377,18
sole,1.0969100130080565,"3,9"
15th,.9208187539523752,"5,6,18"
crocal,1.3979400086720377,18
0.3m,1.0969100130080565,"3,7"
-0.54a,1.3979400086720377,19
0.42,1.0969100130080565,"18,19"
0.41,.7958800173440752,"7,18,19,24"
0.40,1.0969100130080565,"18,19"
inculc,1.3979400086720377,21
0.46,.7958800173440752,"7,18,19,23"
lose,1.0969100130080565,"10,20"
0.45,.9208187539523752,"7,18,19"
0.44,1.0969100130080565,"18,19"
azotobactor,1.3979400086720377,7
0.43,1.0969100130080565,"18,19"
811.3,1.0969100130080565,"14,22"
0.49,.9208187539523752,"7,18,19"
chaleker,1.3979400086720377,3
811.4,1.0969100130080565,"14,22"
0.48,.6989700043360189,"3,7,14,18,19"
811.5,1.0969100130080565,"14,22"
0.47,1.0969100130080565,"18,19"
811.1,1.0969100130080565,"14,22"
811.2,1.0969100130080565,"14,22"
simpler,1.3979400086720377,20
lost,1.3979400086720377,3
cabbag,1.0969100130080565,"7,20"
loss,.35654732351381263,"2,3,4,5,7,8,13,14,15,16,19"
79.96,1.3979400086720377,18
iml,1.3979400086720377,4
associ,.44369749923271273,"4,5,6,7,13,16,18,19,22"
imi,1.3979400086720377,21
0.60,1.0969100130080565,"18,19"
0.55,1.0969100130080565,"18,19"
afternoon,1.3979400086720377,19
0.54,1.0969100130080565,"18,19"
0.57,.9208187539523752,"7,18,19"
immers,1.3979400086720377,18
space,.9208187539523752,"4,7,18"
0.56,1.0969100130080565,"18,19"
592,1.3979400086720377,3
0.51,1.0969100130080565,"18,19"
0.50,.9208187539523752,"15,18,19"
autom,1.3979400086720377,21
reveal,.44369749923271273,"2,5,7,8,10,17,18,19,25"
dosag,1.3979400086720377,12
0.53,1.0969100130080565,"18,19"
0.52,.9208187539523752,"7,18,19"
"37,500",1.3979400086720377,5
rangeswaran,1.3979400086720377,20
0.59,1.3979400086720377,18
0.58,1.0969100130080565,"18,19"
gneiss,1.0969100130080565,"3,7"
cost/expenditur,.9208187539523752,"13,15,20"
0.5g,1.3979400086720377,18
0.7%,1.3979400086720377,18
0.70,1.3979400086720377,19
earlier,.7958800173440752,"9,14,18,19"
0.71,1.0969100130080565,"18,19"
0.5m,1.0969100130080565,"3,7"
01-01-2011,1.3979400086720377,21
01-01-2010,1.3979400086720377,21
01-01-2012,1.3979400086720377,21
0.68,1.0969100130080565,"18,19"
0.67,1.0969100130080565,"18,19"
excel.chart.8,1.3979400086720377,19
184.0,1.3979400086720377,7
0.66,1.0969100130080565,"18,23"
0.65,.7958800173440752,"3,15,18,19"
0.64,.9208187539523752,"7,18,19"
vietnam,1.3979400086720377,8
582,1.0969100130080565,"3,20"
0.63,.9208187539523752,"15,18,19"
0.62,1.0969100130080565,"18,19"
0.61,1.0969100130080565,"18,19"
soil,.16749108729376372,"1,2,3,5,6,7,8,9,10,13,14,15,16,20,21,22,23"
1.02558,1.3979400086720377,20
0.69,1.0969100130080565,"18,19"
soft,1.3979400086720377,19
fume,1.3979400086720377,12
diagram,1.3979400086720377,17
non–salin,1.3979400086720377,23
0.80,1.3979400086720377,18
depth=0.6m,1.3979400086720377,3
0.82,1.3979400086720377,18
0.81,1.0969100130080565,"18,19"
01-01-2009,1.3979400086720377,21
c-152,1.3979400086720377,3
79.32,1.3979400086720377,18
yellowish/,1.3979400086720377,20
"pdbc,princip",1.3979400086720377,18
_1356595124.xl,1.3979400086720377,19
0.8%,1.3979400086720377,8
01-01-2008,1.3979400086720377,6
determin,.5528419686577808,"4,5,7,18,19,20,23"
1.773,1.3979400086720377,18
1.769,1.3979400086720377,18
0.72,.9208187539523752,"3,18,19"
electroantennogram,1.0969100130080565,"18,25"
0.73,1.0969100130080565,"18,19"
0.74,1.0969100130080565,"18,19"
0.75,.9208187539523752,"18,19,20"
0.76,1.0969100130080565,"18,19"
172%,1.3979400086720377,2
0.77,1.0969100130080565,"18,19"
bioassai,.9208187539523752,"11,12,20"
0.78,1.0969100130080565,"18,19"
0.79,1.0969100130080565,"18,19"
fund,.6989700043360189,"8,18,19,21,23"
transgen,1.0969100130080565,"11,12"
0.93,1.3979400086720377,18
0.92,1.0969100130080565,"7,18"
sure,1.3979400086720377,18
0.91,1.0969100130080565,"18,19"
0.90,1.3979400086720377,18
1.763,1.3979400086720377,18
225077,1.3979400086720377,7
1.757,1.3979400086720377,18
1600m,1.3979400086720377,23
1.759,1.3979400086720377,20
mere,1.0969100130080565,"18,19"
0.85,1.0969100130080565,"18,19"
0.86,.9208187539523752,"17,18,19"
contract,1.3979400086720377,10
0.83,1.0969100130080565,"18,19"
17/11,1.3979400086720377,18
0.84,.9208187539523752,"7,15,18"
0.89,.7958800173440752,"3,15,18,19"
0.87,1.0969100130080565,"18,19"
0.88,1.0969100130080565,"18,19"
financ,1.3979400086720377,21
doddabetta,1.3979400086720377,23
46.8,1.3979400086720377,18
muscarium,1.3979400086720377,20
foodgrain,1.3979400086720377,15
rpf-iii,1.0969100130080565,"13,23"
boardman,1.3979400086720377,18
46.5,1.3979400086720377,18
1.792,1.3979400086720377,18
mainten,.9208187539523752,"12,16,21"
k-6,1.3979400086720377,3
1744,1.3979400086720377,18
46.4,1.3979400086720377,18
longa,1.3979400086720377,18
46.2,1.0969100130080565,"18,19"
0.98,1.3979400086720377,18
0.99,.7958800173440752,"3,7,18,19"
pursu,.9208187539523752,"1,8,21"
0.94,1.0969100130080565,"18,19"
0.95,1.0969100130080565,"18,19"
0.96,1.0969100130080565,"18,19"
iii,.2218487496163564,"4,6,7,12,13,14,15,16,17,18,19,20,21,22,23"
0.97,1.0969100130080565,"18,19"
ailanthu,1.3979400086720377,18
icpl-87,1.3979400086720377,3
florida,1.3979400086720377,22
may-1999,1.3979400086720377,18
:179-182,1.3979400086720377,20
1.781,1.3979400086720377,18
mycoherbicid,1.3979400086720377,9
"1,44,900",1.3979400086720377,5
profession,1.0969100130080565,"7,21"
elaeagnu,1.3979400086720377,23
sudhishri,1.3979400086720377,7
1750,1.3979400086720377,18
1.778,1.3979400086720377,18
1.779,1.3979400086720377,18
1-hexanol,1.3979400086720377,18
full,.5528419686577808,"7,10,13,14,15,22,23"
"22,080",1.3979400086720377,17
cadr,1.3979400086720377,21
phytotox,1.3979400086720377,9
"6,000",1.3979400086720377,14
uchida,1.3979400086720377,18
6865,1.3979400086720377,18
532,1.3979400086720377,19
featur,.5528419686577808,"4,6,7,8,16,21,23"
pdbc,1.3979400086720377,18
parsad,1.0969100130080565,"4,5"
pre-,1.0969100130080565,"7,18"
drink,1.3979400086720377,23
printer,.7958800173440752,"4,5,7,21"
523,1.3979400086720377,19
1.710,1.3979400086720377,18
525,1.3979400086720377,18
construct,.5528419686577808,"2,3,4,6,7,11,23"
520,1.3979400086720377,19
rajahmundri,1.3979400086720377,20
519,1.3979400086720377,19
516,1.0969100130080565,"18,19"
"kharif,1999",1.3979400086720377,18
mediat,1.3979400086720377,11
median,1.3979400086720377,20
/expenditur,1.0969100130080565,"7,23"
european,1.3979400086720377,8
regard,.7958800173440752,"8,9,20,21"
6885,1.3979400086720377,18
smaller,1.0969100130080565,"5,17"
moyar,1.3979400086720377,23
plan.doc,1.3979400086720377,12
prei,1.3979400086720377,18
1.747,1.3979400086720377,18
precis,.7958800173440752,"4,5,6,21"
1.750,1.3979400086720377,18
gland,1.3979400086720377,18
rainfal,.44369749923271273,"2,3,7,8,13,15,16,19,23"
rcwm-2001,1.3979400086720377,8
chennatekur,1.3979400086720377,2
cot.-23,1.3979400086720377,18
"69,658",1.3979400086720377,17
slope,.5528419686577808,"3,4,5,7,8,15,23"
50%,1.0969100130080565,"7,18"
"1,00,800",1.3979400086720377,17
soak,1.0969100130080565,"8,18"
cot.-17,1.3979400086720377,18
contrari,1.3979400086720377,19
endang,1.3979400086720377,7
cot.-18,1.3979400086720377,18
cot.-16,1.3979400086720377,18
‘rediscovered’,1.3979400086720377,8
metr,1.0969100130080565,"18,23"
1.739,1.3979400086720377,18
1.738,1.3979400086720377,18
1.733,1.3979400086720377,18
500,.7958800173440752,"3,17,19,22"
minimum,.6989700043360189,"7,9,18,19,20"
parameters/,1.3979400086720377,19
periyarnagar,1.3979400086720377,23
1.740,1.3979400086720377,18
15/12,1.3979400086720377,18
5/7,1.3979400086720377,18
jf837102-,1.3979400086720377,20
hardwood,1.3979400086720377,8
favor,.7958800173440752,"7,8,18,19"
cage,1.3979400086720377,18
9.97,1.3979400086720377,18
9.98,1.3979400086720377,18
purchas,.9208187539523752,"12,15,21"
66.87,1.3979400086720377,18
iron,1.3979400086720377,23
machineri,1.3979400086720377,21
jubile,1.3979400086720377,6
9.94,1.0969100130080565,"7,18"
press,.7958800173440752,"2,10,17,22"
checks/wast,1.3979400086720377,3
#24,1.3979400086720377,7
*refer,1.3979400086720377,23
579,1.3979400086720377,19
822.5,1.0969100130080565,"14,22"
fabriciu,1.3979400086720377,18
fuel,.7958800173440752,"3,7,13,18"
822.3,1.0969100130080565,"14,22"
577,1.3979400086720377,18
822.4,1.0969100130080565,"14,22"
578,1.3979400086720377,18
822.1,1.0969100130080565,"14,22"
822.2,1.3979400086720377,14
the project,1.3979400086720377,21
574,1.3979400086720377,17
regard.”,1.3979400086720377,21
musa,1.3979400086720377,18
570,1.3979400086720377,3
perilampu,1.3979400086720377,24
"90,000.00",1.3979400086720377,5
31455,1.3979400086720377,7
coincid,1.0969100130080565,"18,19"
2011-12,1.3979400086720377,20
p.74,1.3979400086720377,18
brows,1.3979400086720377,21
var1,1.3979400086720377,19
hewlett-packard,1.3979400086720377,18
50.85,1.3979400086720377,18
ampul,1.3979400086720377,18
50.84,1.3979400086720377,18
deliveri,1.0969100130080565,"7,22"
brown,.9208187539523752,"7,19,20"
eros,.619788758288394,"3,7,8,10,14,23"
hedgerow,1.3979400086720377,7
latitud,1.0969100130080565,"3,19"
exhaust,1.3979400086720377,9
3rd,1.3979400086720377,18
iria,1.3979400086720377,9
iintroduct,1.3979400086720377,18
sambuta,1.3979400086720377,7
inm,1.3979400086720377,7
erod,.7958800173440752,"7,8,14,23"
1°c,1.3979400086720377,19
56%,1.0969100130080565,"18,24"
on-stat,1.3979400086720377,5
suit,.9208187539523752,"5,7,22"
vari,.31875876262441283,"3,5,6,7,8,13,15,16,17,18,20,23"
1.705,1.3979400086720377,18
irrig,.5528419686577808,"2,3,7,10,15,16,23"
556,1.0969100130080565,"19,20"
“hydrolog,1.3979400086720377,8
1.700,1.3979400086720377,18
"longwood,doddabetta,naduvatam",1.3979400086720377,23
environmentalist,1.3979400086720377,23
550,1.3979400086720377,3
no/rm2,1.3979400086720377,7
p.57,1.3979400086720377,20
areca,1.3979400086720377,18
55%,1.3979400086720377,22
p.58,1.3979400086720377,20
crop-weath,1.3979400086720377,19
stream-bank,1.3979400086720377,8
strength,1.0969100130080565,"15,21"
451.9,1.3979400086720377,2
breach,1.3979400086720377,3
"3,91,869.20",1.3979400086720377,5
